archetype,horizon,trades,win_rate,stop_rate,timeout_rate,ambiguous_rate,total_r,avg_r
range_start,1h,8,0.5,0.5,0.0,0.0,47.5,5.9375
post_breakout,1h,18,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.1111111111111111,55.556677018633536,3.086482056590752
after_formed,1h,34,0.11764705882352941,0.7058823529411765,0.17647058823529413,0.058823529411764705,61.04604948826916,1.7954720437726224
range_start,2h,8,0.5,0.5,0.0,0.0,47.5,5.9375
post_breakout,2h,18,0.2222222222222222,0.7222222222222222,0.05555555555555555,0.1111111111111111,66.05357142857142,3.6696428571428563
after_formed,2h,34,0.14705882352941177,0.7352941176470589,0.11764705882352941,0.058823529411764705,81.74199922884134,2.404176447907098
range_start,4h,8,0.5,0.5,0.0,0.0,47.5,5.9375
post_breakout,4h,18,0.2777777777777778,0.7222222222222222,0.0,0.1111111111111111,67.10119047619048,3.727843915343916
after_formed,4h,34,0.17647058823529413,0.7352941176470589,0.08823529411764706,0.058823529411764705,89.79493204164257,2.6410274129894873
range_start,session,8,0.5,0.5,0.0,0.0,47.5,5.9375
post_breakout,session,18,0.2777777777777778,0.7222222222222222,0.0,0.1111111111111111,67.10119047619048,3.727843915343916
after_formed,session,34,0.17647058823529413,0.7352941176470589,0.08823529411764706,0.058823529411764705,97.63678426836321,2.8716701255400947
