session_id,day_date,session,end,action,pred_mu,pred_sigma,score,pred_pnl,pnl_points_net,entered,outcome_code,equity_points,risk_pts,pnl_R,equity_R,qty,pnl_dollars,equity_dollars,walk_train_start,walk_train_end,walk_test_start,walk_test_end
ES-20130103-AR,2013-01-03,AR,2013-01-03 20:25:00-05:00,mid_revert_short,0.7504863142967224,0.0,0.7504863142967224,0.7504863142967224,0.0,0.0,-1,0.0,,,0.0,,,,2009-01-01,2012-12-31,2013-01-01,2013-03-31
ES-20130107-AR,2013-01-07,AR,2013-01-07 20:25:00-05:00,mid_revert_short,0.6184916496276855,0.0,0.6184916496276855,0.6184916496276855,0.0,0.0,-1,0.0,,,0.0,,,,2009-01-01,2012-12-31,2013-01-01,2013-03-31
ES-20130109-AR,2013-01-09,AR,2013-01-09 20:25:00-05:00,mid_revert_short,0.5747420191764832,0.0,0.5747420191764832,0.5747420191764832,0.0,0.0,-1,0.0,,,0.0,,,,2009-01-01,2012-12-31,2013-01-01,2013-03-31
ES-20130116-AR,2013-01-16,AR,2013-01-16 20:25:00-05:00,mid_revert_short,0.7886881232261658,0.0,0.7886881232261658,0.7886881232261658,0.0,0.0,-1,0.0,,,0.0,,,,2009-01-01,2012-12-31,2013-01-01,2013-03-31
ES-20130906-RR,2013-09-06,RR,2013-09-06 10:25:00-04:00,fade_low_long,1.5015451908111572,0.0,1.5015451908111572,1.5015451908111572,0.0,0.0,-1,0.0,,,0.0,,,,2009-07-01,2013-06-30,2013-07-01,2013-09-30
ES-20141112-RR,2014-11-12,RR,2014-11-12 10:25:00-05:00,breakout_long,3.8829405307769775,5.2539795824343205,1.2559507395598173,3.8829405307769775,0.25,1.0,1,0.25,7.012864119451933,0.0356487728468267,0.0356487728468267,,12.5,,2010-10-01,2014-09-30,2014-10-01,2014-12-31
ES-20141113-RR,2014-11-13,RR,2014-11-13 10:25:00-05:00,breakout_long,3.343324661254883,5.632378041605913,0.5271356404519265,3.343324661254883,-5.750762506952469,1.0,0,-5.500762506952469,5.500762506952469,-1.0454482446177116,-1.009799471770885,,-287.53812534762346,,2010-10-01,2014-09-30,2014-10-01,2014-12-31
ES-20150122-RR,2015-01-22,RR,2015-01-22 10:25:00-05:00,mid_revert_long,1.898329257965088,2.4471422850877214,0.6747581154212272,1.898329257965088,0.0,0.0,-1,-5.500762506952469,,,-1.009799471770885,,,,2011-01-01,2014-12-31,2015-01-01,2015-03-31
ES-20150508-RR,2015-05-08,RR,2015-05-08 10:25:00-04:00,mid_revert_long,0.8924578428268433,0.0,0.8924578428268433,0.8924578428268433,0.0,0.0,-1,-5.500762506952469,,,-1.009799471770885,,,,2011-04-01,2015-03-31,2015-04-01,2015-06-30
ES-20150929-RR,2015-09-29,RR,2015-09-29 10:25:00-04:00,breakout_long,2.905667781829834,4.69726075233635,0.5570374056616592,2.905667781829834,-4.641304206221548,1.0,0,-10.142066713174017,4.391304206221548,-1.0569306949051178,-2.0667301666760025,,-232.0652103110774,,2011-07-01,2015-06-30,2015-07-01,2015-09-30
