ts,timestamp,symbol,session_x,archetype,direction,entry,stop,target,risk,reward,r_multiple,confidence,reasons,horizon,outcome,exit_price,ambiguous,month,day_date,session_y,current_session_model,current_session_box_dir,current_session_break_out,current_session_break_out_direction,first_break_dir,first_break_true_range_only,wddrb_mid,wddrb_sigma,wddrb_rr_hi,wddrb_rr_lo,wddrb_full_high_sd,wddrb_full_low_sd,wddrb_post_high_sd,wddrb_post_low_sd,current_session_max_ext,current_session_max_ret,current_session_close_ext,range_p_confirm_long,range_p_confirm_short,first_range_candle_p_session_box_dir_up,first_range_candle_p_session_box_dir_down,first_range_candle_p_session_true,first_range_candle_p_first_break_true_range_only,first_range_candle_p_first_break_true_via_wick,seq_intraday_p_low_holds,seq_intraday_p_high_holds,seq_daycycle_p_lo_hold_24h,seq_daycycle_p_hi_hold_24h,modeldb_p_model_u,modeldb_p_model_ux,modeldb_p_model_uxp,modeldb_p_model_d,modeldb_p_model_dx,modeldb_p_model_dxp,cluster_dist_entry,year
1453712400,2016-01-25 04:00:00,ES,OS,model_forward,long,1888.5,1892.75,1902.25,4.25,13.75,1.0,0.65,"['model_up_bias', 'model_up_bias']",session,stop,1892.75,False,2016-01,2016-01-25,OS,DXP,down,False,,Down,True,1892.75,19.0,1902.25,1883.25,0.6052631578947368,-0.2763157894736842,0.6052631578947368,-0.2763157894736842,0.0,,,0.38,0.62,0.1154,0.8497,0.5,0.8877,0.7273,0.95125,0.6041666666666666,0.989,0.989,0.0,0.0,0.0,0.0,0.0,1.0,6.75,2016
1454290200,2016-01-31 20:30:00,ES,AS,wddrb_sigma_distribution,short,1924.75,1912.625,1873.875,12.125,50.875,1.0,0.65,"['wddrb_mid_sigma', 'cluster_near_darkpool']",session,stop,1912.625,False,2016-01,2016-01-31,AS,UXP,down,False,,Down,True,1912.625,38.75,1932.0,1893.25,0.5258064516129032,0.2612903225806451,0.5258064516129032,0.2612903225806451,0.0,,,0.12,0.88,0.2375,0.66,0.5,0.7581,0.6574,0.5,0.5,0.988,0.881,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2016
1454290200,2016-01-31 20:30:00,ES,AS,cluster_rejection_fade,short,1924.75,1912.625,1873.875,12.125,50.875,1.0,0.65,"['rejection_bias', 'cluster_confluence', 'cluster_near_darkpool']",session,stop,1912.625,False,2016-01,2016-01-31,AS,UXP,down,False,,Down,True,1912.625,38.75,1932.0,1893.25,0.5258064516129032,0.2612903225806451,0.5258064516129032,0.2612903225806451,0.0,,,0.12,0.88,0.2375,0.66,0.5,0.7581,0.6574,0.5,0.5,0.988,0.881,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2016
1451917800,2016-01-04 09:30:00,ES,RR,wddrb_sigma_distribution,long,1995.5,1998.0,2001.0,2.5,5.5,1.0,0.6000000000000001,"['wddrb_mid_sigma', 'model_up_bias']",session,stop,1998.0,False,2016-01,2016-01-04,RR,DXP,down,False,,,,1998.0,6.0,2001.0,1995.0,,,,,0.0,,,0.53,0.47,0.2554,0.7208,0.5,0.785,0.6396,0.4615384615384615,0.3461538461538461,0.214,0.208,0.0,0.0,0.0,0.25,0.25,0.25,44.5,2016
1453080600,2016-01-17 20:30:00,ES,AS,wddrb_sigma_distribution,short,1873.75,1865.625,1832.875,8.125,40.875,1.0,0.6,['wddrb_mid_sigma'],session,stop,1865.625,False,2016-01,2016-01-17,AS,RC,up,False,,Up,True,1865.625,32.75,1882.0,1849.25,0.4541984732824427,-0.1793893129770992,,,0.0,,,0.5,0.5,0.6862,0.2394,0.5,0.75,0.6203,0.5,0.5,0.943,0.948,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2016
1451921400,2016-01-04 10:30:00,ES,RS,model_forward,long,1991.0,1994.75,2001.0,3.75,10.0,1.0,0.55,"['model_up_bias', 'model_up_bias']",session,stop,1994.75,False,2016-01,2016-01-04,RS,DXP,down,False,,Down,True,1994.75,12.5,2001.0,1988.5,,,,,0.0,,,0.32,0.68,0.1498,0.8328,0.5,0.8811,0.7143,0.4429347826086957,0.5798913043478261,0.376,0.725,0.0,0.0,0.0,0.0,0.0,1.0,49.0,2016
1451930400,2016-01-04 13:00:00,ES,RS,wddrb_sigma_distribution,short,1994.25,1990.625,1969.875,3.625,24.375,1.0,0.55,"['wddrb_mid_sigma', 'model_down_bias']",session,stop,1990.625,False,2016-01,2016-01-04,RS,DXP,down,True,short,Down,True,1990.625,20.75,2001.0,1980.25,,,,,1.15625,-0.625,-0.59375,0.18,0.82,0.1498,0.8328,0.5,0.8811,0.7143,0.4669117647058823,0.6213235294117647,0.656,0.853,0.0,0.0,0.0,0.0,0.0,1.0,45.75,2016
1451940300,2016-01-04 15:45:00,ES,RS,wddrb_sigma_distribution,short,2000.5,1990.75,1969.75,9.75,30.75,1.0,0.55,"['wddrb_mid_sigma', 'model_down_bias']",session,stop,1990.75,False,2016-01,2016-01-04,RS,DXP,down,True,short,Down,True,1990.75,21.0,2001.25,1980.25,,,,,1.15625,-1.46875,-1.375,0.18,0.82,0.1498,0.8328,0.5,0.8811,0.7143,1.0,1.0,0.862,0.922,0.0,0.0,0.0,0.0,0.0,1.0,39.5,2016
1452472800,2016-01-10 19:40:00,ES,AR,wddrb_sigma_distribution,long,1902.0,1931.625,1953.25,29.625,51.25,1.0,0.55,"['wddrb_mid_sigma', 'model_up_bias']",session,stop,1931.625,False,2016-01,2016-01-10,AR,DXP,up,False,,Up,True,1931.625,43.25,1953.25,1910.0,-0.315028901734104,-0.8815028901734104,-0.4479768786127168,-0.8815028901734104,0.0,,,0.78,0.22,0.6851,0.237,0.5,0.7568,0.6678,0.5,0.5,0.918,0.912,0.0,0.0,0.0,0.012,0.136,0.84,3.75,2016
1452472800,2016-01-10 19:40:00,ES,AR,model_forward,long,1902.0,1931.625,1953.25,29.625,51.25,1.0,0.55,"['model_up_bias', 'model_up_bias']",session,stop,1931.625,False,2016-01,2016-01-10,AR,DXP,up,False,,Up,True,1931.625,43.25,1953.25,1910.0,-0.315028901734104,-0.8815028901734104,-0.4479768786127168,-0.8815028901734104,0.0,,,0.78,0.22,0.6851,0.237,0.5,0.7568,0.6678,0.5,0.5,0.918,0.912,0.0,0.0,0.0,0.012,0.136,0.84,3.75,2016
1452476700,2016-01-10 20:45:00,ES,AS,wddrb_sigma_distribution,long,1899.5,1931.625,1953.25,32.125,53.75,1.0,0.55,"['wddrb_mid_sigma', 'model_up_bias']",session,stop,1931.625,False,2016-01,2016-01-10,AS,DXP,up,False,,Up,True,1931.625,43.25,1953.25,1910.0,-0.315028901734104,-0.8815028901734104,-0.4479768786127168,-0.8815028901734104,0.0,,,0.66,0.34,0.6851,0.237,0.5,0.7568,0.6678,0.5,0.5,0.91,0.989,0.0,0.0,0.0,0.0,0.0,1.0,2.75,2016
1452499200,2016-01-11 03:00:00,ES,OR,wddrb_sigma_distribution,long,1916.75,1931.625,1953.25,14.875,36.5,1.0,0.55,"['wddrb_mid_sigma', 'model_up_bias']",session,stop,1931.625,False,2016-01,2016-01-11,OR,UXP,up,False,,,,1931.625,43.25,1953.25,1910.0,-0.315028901734104,-0.8815028901734104,-0.338150289017341,-0.8815028901734104,0.0,,,0.51,0.49,0.6382,0.3164,0.5,0.8229,0.7174,0.5,0.5,0.998,0.998,0.136,0.341,0.409,0.0,0.0,0.0,8.5,2016
1452499200,2016-01-11 03:00:00,ES,OR,model_forward,long,1916.75,1931.625,1953.25,14.875,36.5,1.0,0.55,"['model_up_bias', 'model_up_bias']",session,stop,1931.625,False,2016-01,2016-01-11,OR,UXP,up,False,,,,1931.625,43.25,1953.25,1910.0,-0.315028901734104,-0.8815028901734104,-0.338150289017341,-0.8815028901734104,0.0,,,0.51,0.49,0.6382,0.3164,0.5,0.8229,0.7174,0.5,0.5,0.998,0.998,0.136,0.341,0.409,0.0,0.0,0.0,8.5,2016
1452502800,2016-01-11 04:00:00,ES,OS,wddrb_sigma_distribution,long,1922.75,1931.625,1953.25,8.875,30.5,1.0,0.55,"['wddrb_mid_sigma', 'model_up_bias']",session,stop,1931.625,False,2016-01,2016-01-11,OS,UXP,up,False,,Up,True,1931.625,43.25,1953.25,1910.0,-0.0722543352601156,-0.8815028901734104,-0.0722543352601156,-0.8815028901734104,0.0,,,1.0,0.0,0.8154,0.157,0.5,0.858,0.7507,0.6654411764705882,0.8764705882352941,0.995,0.995,0.0,0.0,1.0,0.0,0.0,0.0,14.5,2016
1452502800,2016-01-11 04:00:00,ES,OS,model_forward,long,1922.75,1931.625,1953.25,8.875,30.5,1.0,0.55,"['model_up_bias', 'model_up_bias']",session,stop,1931.625,False,2016-01,2016-01-11,OS,UXP,up,False,,Up,True,1931.625,43.25,1953.25,1910.0,-0.0722543352601156,-0.8815028901734104,-0.0722543352601156,-0.8815028901734104,0.0,,,1.0,0.0,0.8154,0.157,0.5,0.858,0.7507,0.6654411764705882,0.8764705882352941,0.995,0.995,0.0,0.0,1.0,0.0,0.0,0.0,14.5,2016
1454287800,2016-01-31 19:50:00,ES,AR,wddrb_sigma_distribution,short,1925.75,1912.625,1873.875,13.125,51.875,1.0,0.5,['wddrb_mid_sigma'],session,stop,1912.625,False,2016-01,2016-01-31,AR,UXP,down,False,,Down,True,1912.625,38.75,1932.0,1893.25,0.5258064516129032,0.3064516129032258,0.5258064516129032,0.3064516129032258,0.0,,,0.5,0.5,0.2375,0.66,0.5,0.7581,0.6574,0.5,0.5,0.918,0.912,0.011,0.111,0.867,0.0,0.0,0.0,2.0,2016
1451930400,2016-01-04 13:00:00,ES,RS,range_post_break_pullback,short,1994.25,2002.0,1990.625,7.75,3.625,0.4677419354838709,0.55,"['pullback_first_low', 'post_break', 'model_down_bias']",session,target,1990.625,False,2016-01,2016-01-04,RS,DXP,down,True,short,Down,True,1990.625,20.75,2001.0,1980.25,,,,,1.15625,-0.625,-0.59375,0.18,0.82,0.1498,0.8328,0.5,0.8811,0.7143,0.4669117647058823,0.6213235294117647,0.656,0.853,0.0,0.0,0.0,0.0,0.0,1.0,45.75,2016
1453128600,2016-01-18 09:50:00,ES,RR,wddrb_sigma_distribution,long,1870.75,1868.75,1871.5,2.0,0.75,0.375,0.5,['wddrb_mid_sigma'],session,target,1871.5,False,2016-01,2016-01-18,RR,DXP,up,False,,,,1869.5,4.0,1871.5,1867.5,,,,,0.0,,,0.79,0.21,0.1847,0.8032,0.5,0.8893,0.8353,0.6777777777777778,0.6041666666666666,0.465,0.315,0.0,0.0,0.0,0.25,0.25,0.25,2.0,2016
1453681800,2016-01-24 19:30:00,ES,AR,wddrb_sigma_distribution,long,1896.25,1892.75,1902.25,3.5,6.0,0.3571428571428571,0.6000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_darkpool']",session,timeout,1897.5,False,2016-01,2016-01-24,AR,RC,down,False,,,,1892.75,19.0,1902.25,1883.25,0.6052631578947368,0.0789473684210526,0.6052631578947368,0.1578947368421052,0.0,,,0.51,0.49,0.4599,0.4574,0.5,0.76,0.6114,0.5,0.5,0.918,0.912,0.182,0.182,0.0,0.091,0.0,0.0,0.5,2016
1453681800,2016-01-24 19:30:00,ES,AR,model_forward,long,1896.25,1892.75,1902.25,3.5,6.0,0.3571428571428571,0.6000000000000001,"['model_up_bias', 'model_up_bias', 'cluster_near_darkpool']",session,timeout,1897.5,False,2016-01,2016-01-24,AR,RC,down,False,,,,1892.75,19.0,1902.25,1883.25,0.6052631578947368,0.0789473684210526,0.6052631578947368,0.1578947368421052,0.0,,,0.51,0.49,0.4599,0.4574,0.5,0.76,0.6114,0.5,0.5,0.918,0.912,0.182,0.182,0.0,0.091,0.0,0.0,0.5,2016
1454945400,2016-02-08 10:30:00,ES,RS,wddrb_sigma_distribution,short,1842.25,1844.25,1823.625,2.0,18.625,9.3125,0.55,"['wddrb_mid_sigma', 'model_down_bias']",session,target,1823.625,False,2016-02,2016-02-08,RS,DXP,down,False,,Down,True,1842.875,19.25,1852.5,1833.25,,,,,0.0,,,0.2,0.8,0.1478,0.8351,0.5,0.8828,0.7182,0.3982142857142857,0.6470238095238096,0.552,0.639,0.0,0.0,0.0,0.0,0.0,1.0,34.75,2016
1456759800,2016-02-29 10:30:00,ES,RS,model_forward,long,1942.5,1940.5,1947.75,2.0,5.25,2.625,0.55,"['model_up_bias', 'model_up_bias']",session,target,1947.75,False,2016-02,2016-02-29,RS,UXP,down,False,,Up,True,1944.375,6.75,1947.75,1941.0,,,,,0.0,,,0.36,0.64,0.8746,0.1193,0.5,0.8913,0.7546,0.9555555555555556,0.0666666666666666,0.381,0.717,0.0,0.0,1.0,0.0,0.0,0.0,1.5,2016
1455550200,2016-02-15 10:30:00,ES,RS,range_post_break_pullback,long,1880.75,1878.75,1889.75,2.0,9.0,2.25,0.55,"['pullback_first_high', 'post_break', 'model_up_bias']",session,timeout,1885.25,False,2016-02,2016-02-15,RS,UX,up,False,,Up,True,1882.25,5.0,1884.75,1879.75,,,,,0.0,,,0.45,0.55,0.7788,0.1923,0.5,0.8515,0.7596,0.6633333333333333,0.36,0.769,0.321,0.0,1.0,0.0,0.0,0.0,0.0,7.0,2016
1455550200,2016-02-15 10:30:00,ES,RS,wddrb_sigma_distribution,long,1880.75,1878.75,1884.75,2.0,4.0,2.0,0.55,"['wddrb_mid_sigma', 'model_up_bias']",session,target,1884.75,False,2016-02,2016-02-15,RS,UX,up,False,,Up,True,1882.25,5.0,1884.75,1879.75,,,,,0.0,,,0.45,0.55,0.7788,0.1923,0.5,0.8515,0.7596,0.6633333333333333,0.36,0.769,0.321,0.0,1.0,0.0,0.0,0.0,0.0,7.0,2016
1454922000,2016-02-08 04:00:00,ES,OS,wddrb_sigma_distribution,short,1872.0,1885.5,1846.0,13.5,26.0,1.9259259259259256,0.5,['wddrb_mid_sigma'],session,target,1846.0,False,2016-02,2016-02-08,OS,RX,down,True,short,Up,False,1885.5,39.5,1905.25,1865.75,-0.0253164556962025,-0.360759493670886,,,0.0,,0.4193548387096774,0.25,0.75,0.6772,0.2381,0.5,0.7688,0.5926,0.0909090909090909,0.6408333333333334,0.991,0.991,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2016
1454945400,2016-02-08 10:30:00,ES,RS,model_forward,short,1842.25,1852.5,1823.625,10.25,18.625,1.8170731707317072,0.55,"['model_down_bias', 'model_down_bias']",session,target,1823.625,False,2016-02,2016-02-08,RS,DXP,down,False,,Down,True,1842.875,19.25,1852.5,1833.25,,,,,0.0,,,0.2,0.8,0.1478,0.8351,0.5,0.8828,0.7182,0.3982142857142857,0.6470238095238096,0.552,0.639,0.0,0.0,0.0,0.0,0.0,1.0,34.75,2016
1456101000,2016-02-21 19:30:00,ES,AR,wddrb_sigma_distribution,long,1911.5,1907.25,1916.0,4.25,4.5,1.0588235294117647,0.6000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_darkpool']",session,target,1916.0,False,2016-02,2016-02-21,AR,UXP,down,False,,,,1907.25,17.5,1916.0,1898.5,0.4428571428571428,0.0571428571428571,,,0.0,,,0.52,0.48,0.4244,0.4796,0.5,0.7518,0.6521,0.5,0.5,0.919,0.912,0.011,0.11,0.868,0.0,0.0,0.0,0.5,2016
1456101000,2016-02-21 19:30:00,ES,AR,model_forward,long,1911.5,1907.25,1916.0,4.25,4.5,1.0588235294117647,0.6000000000000001,"['model_up_bias', 'model_up_bias', 'cluster_near_darkpool']",session,target,1916.0,False,2016-02,2016-02-21,AR,UXP,down,False,,,,1907.25,17.5,1916.0,1898.5,0.4428571428571428,0.0571428571428571,,,0.0,,,0.52,0.48,0.4244,0.4796,0.5,0.7518,0.6521,0.5,0.5,0.919,0.912,0.011,0.11,0.868,0.0,0.0,0.0,0.5,2016
1456726200,2016-02-29 01:10:00,ES,AS,model_forward,long,1928.75,1952.0,1961.0,23.25,32.25,1.0,0.65,"['model_up_bias', 'model_up_bias']",session,stop,1952.0,False,2016-02,2016-02-29,AS,DXP,down,True,short,Up,False,1952.0,18.0,1961.0,1943.0,-0.2777777777777778,-1.3055555555555556,-0.2777777777777778,-1.3055555555555556,2.272727272727273,-0.5454545454545454,2.227272727272727,0.13,0.87,0.6835,0.2405,0.5,0.75,0.6635,0.5,0.5,0.998,0.998,0.0,0.0,0.0,0.0,0.0,1.0,11.75,2016
1456757400,2016-02-29 09:50:00,ES,RR,cluster_rejection_fade,short,1947.5,1944.375,1937.625,3.125,9.875,1.0,0.65,"['rejection_bias', 'cluster_confluence', 'cluster_near_darkpool']",session,stop,1944.375,False,2016-02,2016-02-29,RR,UXP,up,False,,Up,True,1944.375,6.75,1947.75,1941.0,,,,,0.0,,,0.59,0.41,0.8746,0.1193,0.5,0.8913,0.7546,0.6037735849056604,0.653125,0.372,0.389,0.25,0.25,0.25,0.0,0.0,0.0,0.5,2016
1456761300,2016-02-29 10:55:00,ES,RS,wddrb_sigma_distribution,short,1947.25,1944.5,1937.5,2.75,9.75,1.0,0.65,"['wddrb_mid_sigma', 'cluster_near_darkpool']",session,stop,1944.5,False,2016-02,2016-02-29,RS,UXP,down,False,,Up,True,1944.5,7.0,1948.0,1941.0,,,,,0.0,,,0.36,0.64,0.8746,0.1193,0.5,0.8913,0.7546,0.9555555555555556,0.0666666666666666,0.381,0.801,0.0,0.0,1.0,0.0,0.0,0.0,0.25,2016
1456761300,2016-02-29 10:55:00,ES,RS,cluster_rejection_fade,short,1947.25,1944.5,1937.5,2.75,9.75,1.0,0.65,"['rejection_bias', 'cluster_confluence', 'cluster_near_darkpool']",session,stop,1944.5,False,2016-02,2016-02-29,RS,UXP,down,False,,Up,True,1944.5,7.0,1948.0,1941.0,,,,,0.0,,,0.36,0.64,0.8746,0.1193,0.5,0.8913,0.7546,0.9555555555555556,0.0666666666666666,0.381,0.801,0.0,0.0,1.0,0.0,0.0,0.0,0.25,2016
1454340900,2016-02-01 10:35:00,ES,RS,wddrb_sigma_distribution,short,1919.75,1917.75,1907.25,2.0,12.5,1.0,0.6000000000000001,"['wddrb_mid_sigma', 'model_down_bias']",session,stop,1917.75,False,2016-02,2016-02-01,RS,DXP,down,False,,Up,False,1917.75,10.5,1923.0,1912.5,,,,,0.0,,,0.6,0.4,0.4925,0.4701,0.5,0.5769,0.4776,0.4375,0.5625,0.63,0.574,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2016
1456740000,2016-02-29 05:00:00,ES,OS,model_forward,long,1936.75,1952.0,1961.0,15.25,24.25,1.0,0.6000000000000001,"['model_up_bias', 'model_up_bias', 'cluster_near_weekly']",session,stop,1952.0,False,2016-02,2016-02-29,OS,DXP,down,True,long,Up,True,1952.0,18.0,1961.0,1943.0,-0.2777777777777778,-1.3472222222222223,-0.2777777777777778,-1.3472222222222223,0.0,,0.5454545454545454,0.9,0.1,0.5722,0.3529,0.5,0.7095,0.5829,0.3507462686567164,0.0671641791044775,0.992,0.992,0.0,0.0,0.0,0.0,0.0,1.0,3.75,2016
1456756200,2016-02-29 09:30:00,ES,RR,wddrb_sigma_distribution,long,1944.5,1942.5,1946.5,2.0,2.0,1.0,0.6,['wddrb_mid_sigma'],session,target,1946.5,False,2016-02,2016-02-29,RR,UXP,down,False,,,,1944.25,4.5,1946.5,1942.0,,,,,0.0,,,0.53,0.47,0.7489,0.2424,0.5,0.8,0.6768,0.6037735849056604,0.653125,0.209,0.207,0.25,0.25,0.25,0.0,0.0,0.0,2.0,2016
1454317200,2016-02-01 04:00:00,ES,OS,wddrb_sigma_distribution,short,1925.0,1912.625,1873.875,12.375,51.125,1.0,0.55,"['wddrb_mid_sigma', 'model_down_bias']",session,stop,1912.625,False,2016-02,2016-02-01,OS,D,down,False,,Down,True,1912.625,38.75,1932.0,1893.25,0.5258064516129032,0.2161290322580645,0.5258064516129032,0.2161290322580645,0.0,,,0.26,0.74,0.25,0.7188,0.5,0.75,0.6719,0.1304347826086956,0.0652173913043478,0.976,0.976,0.0,0.0,0.0,1.0,0.0,0.0,1.25,2016
1454925300,2016-02-08 04:55:00,ES,OS,model_forward,long,1848.75,1885.5,1905.25,36.75,56.5,1.0,0.55,"['model_up_bias', 'model_up_bias']",session,stop,1885.5,False,2016-02,2016-02-08,OS,RX,down,True,short,Up,False,1885.5,39.5,1905.25,1865.75,-0.0253164556962025,-1.018987341772152,-0.3860759493670886,-1.018987341772152,3.870967741935484,0.2903225806451613,3.4193548387096775,0.25,0.75,0.6772,0.2381,0.5,0.7688,0.5926,0.1212121212121212,0.2575757575757575,0.991,0.991,0.0,0.0,0.0,0.0,0.0,0.0,28.25,2016
1454935500,2016-02-08 07:45:00,ES,OS,model_forward,long,1845.25,1885.5,1905.25,40.25,60.0,1.0,0.55,"['model_up_bias', 'model_up_bias']",session,stop,1885.5,False,2016-02,2016-02-08,OS,RX,down,True,short,Up,False,1885.5,39.5,1905.25,1865.75,-0.0253164556962025,-1.018987341772152,-0.3860759493670886,-1.018987341772152,3.870967741935484,0.2903225806451613,3.870967741935484,0.25,0.75,0.6772,0.2381,0.5,0.7688,0.5926,0.3333333333333333,0.2878787878787879,0.991,0.991,0.0,0.0,0.0,0.0,0.0,0.0,31.75,2016
1456705800,2016-02-28 19:30:00,ES,AR,wddrb_sigma_distribution,long,1944.5,1952.0,1961.0,7.5,16.5,1.0,0.55,"['wddrb_mid_sigma', 'model_up_bias']",session,stop,1952.0,False,2016-02,2016-02-28,AR,DXP,down,False,,,,1952.0,18.0,1961.0,1943.0,-0.3194444444444444,-0.7777777777777778,-0.3194444444444444,-0.7777777777777778,0.0,,,0.52,0.48,0.4785,0.4483,0.5,0.7327,0.6342,0.5,0.5,0.919,0.912,0.0,0.0,0.0,0.012,0.133,0.843,2.0,2016
